InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537790,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2024-09-12 18:53,24.87,,United Kingdom
537676,22745,POPPY'S PLAYHOUSE BEDROOM,38,2024-08-10 03:11,10.55,17056.0,United Kingdom
538256,22900,SET 2 TEA TOWELS I LOVE LONDON,11,2024-05-21 00:36,21.96,14262.0,United Kingdom
538813,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2024-09-09 04:04,5.27,18065.0,United Kingdom
536375,84406B,CREAM CUPID HEARTS COAT HANGER,14,2024-01-25 05:21,8.61,14903.0,United Kingdom
537586,22086,PAPER CHAIN KIT 50'S CHRISTMAS,15,2024-11-04 14:25,£24.91,17898.0,United Kingdom
538291,22900,SET 2 TEA TOWELS I LOVE LONDON,18,05/31/24 22:42,24.0,14678.0,France
537239,21931,JUMBO STORAGE BAG SUKI,42,2024-02-09 02:26,7.95,18114.0,Netherlands
536490,22727,ALARM CLOCK BAKELIKE RED,47,2024-05-03 10:32,2.13,13695.0,United Kingdom
538553,84406B,CREAM CUPID HEARTS COAT HANGER,27,2024-03-15 07:32,14.93,12796.0,Germany
538761,84991,60 TEATIME FAIRY CAKE CASES,38,2024-10-17 13:57,23.31,16062.0,United Kingdom
536520,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2024-07-03 16:24,9.47,16870.0,United Kingdom
537554,84406B,CREAM CUPID HEARTS COAT HANGER,12,2024-05-19 23:02,£10.46,14825.0,United Kingdom
537148,84879,ASSORTED COLOUR BIRD ORNAMENT,31,2024-10-21 03:43,£17.05,,EIRE
538461,22469,HEART OF WICKER SMALL,17,2024-10-14 07:47,7.71,17303.0,United Kingdom
536712,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2024-02-06 23:59,£6.52,17543.0,United Kingdom
536422,22727,ALARM CLOCK BAKELIKE RED,47,2024-04-18 22:17,£11.73,16949.0,United Kingdom
537373,21931,JUMBO STORAGE BAG SUKI,48,2024-10-23 14:06,15.12,16040.0,United Kingdom
537438,22900,SET 2 TEA TOWELS I LOVE LONDON,38,10/26/24 16:47,18.3,14349.0,Portugal
537656,22745,POPPY'S PLAYHOUSE BEDROOM,18,2024-09-22 18:50,17.14,18213.0,United Kingdom
C536396,21485,RETROSPOT HEART HOT WATER BOTTLE,-22,11/17/24 09:39,6.88,15496.0,United Kingdom
537831,84991,60 TEATIME FAIRY CAKE CASES,6,2024-10-07 09:32,2.9,15983.0,United Kingdom
537806,22632,HAND WARMER UNION JACK,40,2024-03-18 07:29,16.34,17665.0,United Kingdom
536781,22138,BAKING SET 9 PIECE RETROSPOT,33,2024-02-18 22:40,23.14,13770.0,United Kingdom
536860,22197,POPCORN HOLDER,18,12/23/24 12:02,£11.14,12739.0,United Kingdom
538874,22469,HEART OF WICKER SMALL,28,2024-02-01 22:24,10.09,18206.0,United Kingdom
536921,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2024-01-16 09:05,11.74,16317.0,United Kingdom
537212,22469,HEART OF WICKER SMALL,45,2024-06-07 13:00,5.64,16233.0,United Kingdom
538646,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2024-06-23 04:34,12.11,13570.0,United Kingdom
537782,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2024-05-09 21:15,20.72,17316.0,EIRE
536809,84991,60 TEATIME FAIRY CAKE CASES,25,2024-03-27 03:36,16.09,15519.0,United Kingdom
536661,22469,HEART OF WICKER SMALL,4,07/20/24 09:00,10.28,,United Kingdom
538298,84991,60 TEATIME FAIRY CAKE CASES,46,2024-10-27 05:57,19.59,14396.0,United Kingdom
538421,22197,POPCORN HOLDER,7,2024-07-08 23:09,19.64,,United Kingdom
536975,21730,GLASS STAR FROSTED T-LIGHT HOLDER,25,2024-10-18 11:41,1.49,16113.0,United Kingdom
537967,22727,ALARM CLOCK BAKELIKE RED,25,09/20/24 22:14,18.74,17243.0,France
537040,22727,ALARM CLOCK BAKELIKE RED,1,2024-06-12 07:12,18.61,18079.0,United Kingdom
C538119,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-45,2024-06-13 18:02,14.24,14569.0,United Kingdom
536546,21485,RETROSPOT HEART HOT WATER BOTTLE,11,2024-05-01 00:37,12.5,14856.0,United Kingdom
538036,84406B,CREAM CUPID HEARTS COAT HANGER,16,2024-10-15 03:55,3.15,13539.0,United Kingdom
537330,21931,JUMBO STORAGE BAG SUKI,22,2024-08-24 13:22,14.0,12382.0,United Kingdom
537127,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,01/02/24 12:19,14.37,13773.0,Norway
536816,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2024-04-15 15:48,£19.71,12423.0,United Kingdom
537063,22727,ALARM CLOCK BAKELIKE RED,32,2024-04-21 22:22,4.84,18286.0,United Kingdom
538698,22728,ALARM CLOCK BAKELIKE PINK,46,2024-04-13 17:37,£13.54,12729.0,United Kingdom
538448,22900,SET 2 TEA TOWELS I LOVE LONDON,31,2024-03-20 02:43,12.93,18002.0,United Kingdom
537384,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-01-18 08:46,18.87,16090.0,United Kingdom
536789,22469,HEART OF WICKER SMALL,1,2024-06-24 04:18,7.12,15013.0,United Kingdom
538995,22386,JUMBO BAG PINK POLKADOT,31,2024-07-09 09:07,10.58,12498.0,United Kingdom
537483,22138,BAKING SET 9 PIECE RETROSPOT,18,06/11/24 06:50,3.83,16206.0,United Kingdom
537344,22900,SET 2 TEA TOWELS I LOVE LONDON,28,2024-09-29 03:08,5.61,14699.0,United Kingdom
537931,22632,HAND WARMER UNION JACK,4,2024-07-16 12:38,24.98,12822.0,United Kingdom
538445,22632,HAND WARMER UNION JACK,42,2024-03-15 09:31,7.16,15236.0,United Kingdom
536522,22632,HAND WARMER UNION JACK,42,2024-11-21 17:18,24.35,14770.0,United Kingdom
536836,22900,SET 2 TEA TOWELS I LOVE LONDON,21,2024-07-08 17:30,23.99,14115.0,France
536745,21731,RED TOADSTOOL LED NIGHT LIGHT,22,2024-01-21 02:08,12.71,12676.0,United Kingdom
536861,21931,JUMBO STORAGE BAG SUKI,28,2024-09-22 23:47,£10.08,16466.0,United Kingdom
537047,22632,HAND WARMER UNION JACK,30,2024-09-04 17:23,16.01,14572.0,United Kingdom
536474,84991,60 TEATIME FAIRY CAKE CASES,31,2024-06-09 08:34,15.49,18245.0,United Kingdom
538551,21931,JUMBO STORAGE BAG SUKI,19,2024-07-01 00:34,1.9,13919.0,Norway
537040,22727,ALARM CLOCK BAKELIKE RED,17,2024-06-12 07:12,£19.32,18079.0,United Kingdom
537809,22469,HEART OF WICKER SMALL,42,2024-01-19 19:19,9.86,13090.0,United Kingdom
537793,22469,HEART OF WICKER SMALL,5,2024-07-20 03:20,21.29,14257.0,United Kingdom
536371,22086,PAPER CHAIN KIT 50'S CHRISTMAS,47,2024-08-31 21:07,17.67,18153.0,United Kingdom
537577,22138,BAKING SET 9 PIECE RETROSPOT,3,2024-11-30 10:18,14.5,14666.0,United Kingdom
538368,22138,BAKING SET 9 PIECE RETROSPOT,7,2024-08-10 04:06,1.87,16412.0,United Kingdom
536702,22727,ALARM CLOCK BAKELIKE RED,42,2024-11-27 14:51,14.14,13830.0,United Kingdom
538452,22469,HEART OF WICKER SMALL,7,2024-03-10 05:13,19.83,13243.0,France
537119,84879,ASSORTED COLOUR BIRD ORNAMENT,41,2024-08-20 09:21,10.1,17929.0,United Kingdom
536560,84991,60 TEATIME FAIRY CAKE CASES,47,2024-06-30 17:48,17.48,,United Kingdom
537542,84879,ASSORTED COLOUR BIRD ORNAMENT,41,2024-05-08 07:59,21.72,14643.0,United Kingdom
536914,22086,PAPER CHAIN KIT 50'S CHRISTMAS,31,2024-07-30 03:17,6.73,15074.0,Germany
538835,22900,SET 2 TEA TOWELS I LOVE LONDON,29,2024-06-11 09:02,2.39,12820.0,United Kingdom
538974,21731,RED TOADSTOOL LED NIGHT LIGHT,38,2024-04-23 15:57,24.29,15144.0,United Kingdom
536564,21730,GLASS STAR FROSTED T-LIGHT HOLDER,21,2024-07-29 15:34,1.55,13518.0,United Kingdom
536563,21730,GLASS STAR FROSTED T-LIGHT HOLDER,38,09/12/24 07:29,7.72,13309.0,United Kingdom
537363,22900,SET 2 TEA TOWELS I LOVE LONDON,31,2024-04-16 18:40,2.92,16888.0,France
538014,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2024-03-05 09:33,£10.23,16469.0,United Kingdom
537011,21730,GLASS STAR FROSTED T-LIGHT HOLDER,45,2024-05-04 22:58,19.21,17652.0,United Kingdom
536393,22960,JAM MAKING SET WITH JARS,43,2024-01-26 09:13,23.97,14060.0,United Kingdom
537179,21731,RED TOADSTOOL LED NIGHT LIGHT,16,2024-01-27 07:12,1.53,14480.0,United Kingdom
538085,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2024-01-20 16:08,19.13,17679.0,Germany
537503,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,2024-07-21 07:23,18.65,15803.0,United Kingdom
537166,22728,ALARM CLOCK BAKELIKE PINK,34,2024-12-07 01:53,19.49,15123.0,Netherlands
538699,22960,JAM MAKING SET WITH JARS,45,2024-07-24 23:55,10.09,,EIRE
536497,21931,JUMBO STORAGE BAG SUKI,43,2024-02-10 05:37,9.95,15858.0,United Kingdom
538564,22386,JUMBO BAG PINK POLKADOT,32,2024-11-08 04:18,£18.99,,United Kingdom
537317,22900,SET 2 TEA TOWELS I LOVE LONDON,14,2024-10-19 00:35,5.66,15681.0,United Kingdom
538178,22900,SET 2 TEA TOWELS I LOVE LONDON,39,2024-08-25 02:19,1.8,17791.0,United Kingdom
537444,22727,ALARM CLOCK BAKELIKE RED,30,05/24/24 07:11,0.69,17322.0,United Kingdom
536699,21730,GLASS STAR FROSTED T-LIGHT HOLDER,42,2024-05-20 01:57,22.06,12735.0,United Kingdom
536755,22745,POPPY'S PLAYHOUSE BEDROOM,44,11/08/24 22:46,11.67,15452.0,United Kingdom
536690,22386,JUMBO BAG PINK POLKADOT,12,2024-06-13 11:19,15.8,16292.0,United Kingdom
537229,21931,JUMBO STORAGE BAG SUKI,45,2024-09-11 06:13,5.78,17902.0,United Kingdom
537742,22386,JUMBO BAG PINK POLKADOT,35,2024-08-07 05:00,14.12,14987.0,United Kingdom
536792,84406B,CREAM CUPID HEARTS COAT HANGER,6,2024-06-11 01:25,2.89,14828.0,United Kingdom
536696,22469,HEART OF WICKER SMALL,6,2024-09-26 12:13,2.76,14293.0,United Kingdom
538315,21931,JUMBO STORAGE BAG SUKI,29,2024-06-30 18:03,17.53,16637.0,United Kingdom
C537719,22727,ALARM CLOCK BAKELIKE RED,-43,2024-05-20 06:38,13.67,12908.0,United Kingdom
537414,84991,60 TEATIME FAIRY CAKE CASES,46,2024-04-02 03:42,16.31,14171.0,United Kingdom
C537686,22728,ALARM CLOCK BAKELIKE PINK,-3,2024-08-27 03:12,0.93,13784.0,United Kingdom
538781,84406B,CREAM CUPID HEARTS COAT HANGER,32,2024-07-05 18:39,£1.62,17361.0,United Kingdom
536444,22745,POPPY'S PLAYHOUSE BEDROOM,7,2024-06-18 03:22,1.97,13003.0,Belgium
538376,22745,POPPY'S PLAYHOUSE BEDROOM,20,2024-12-26 23:47,19.31,13480.0,United Kingdom
537850,21485,RETROSPOT HEART HOT WATER BOTTLE,46,2024-04-26 21:46,24.41,18161.0,United Kingdom
537814,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2024-12-24 22:09,£23.84,14260.0,Germany
537551,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2024-07-19 01:48,10.33,15717.0,United Kingdom
538573,84991,60 TEATIME FAIRY CAKE CASES,39,2024-01-04 19:28,6.7,12565.0,United Kingdom
537804,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-05-22 14:22,14.71,14410.0,Australia
537287,84991,60 TEATIME FAIRY CAKE CASES,36,2024-11-18 13:16,16.58,13640.0,United Kingdom
536466,21485,RETROSPOT HEART HOT WATER BOTTLE,4,2024-10-02 04:09,23.14,15781.0,United Kingdom
C536595,22386,JUMBO BAG PINK POLKADOT,-28,2024-10-16 14:01,22.96,15551.0,United Kingdom
538710,84879,ASSORTED COLOUR BIRD ORNAMENT,42,2024-09-12 02:18,20.74,17501.0,United Kingdom
539016,22197,POPCORN HOLDER,37,2024-05-13 12:25,24.52,17836.0,United Kingdom
537907,22138,BAKING SET 9 PIECE RETROSPOT,33,2024-06-16 12:42,23.53,15714.0,United Kingdom
538350,21931,JUMBO STORAGE BAG SUKI,41,2024-04-29 18:49,4.75,14070.0,Germany
538430,21730,GLASS STAR FROSTED T-LIGHT HOLDER,23,2024-10-29 11:44,18.24,15250.0,United Kingdom
537926,22138,BAKING SET 9 PIECE RETROSPOT,33,07/14/24 01:32,2.51,14670.0,United Kingdom
538386,22728,ALARM CLOCK BAKELIKE PINK,1,2024-03-13 08:34,2.05,16468.0,United Kingdom
C536668,21485,RETROSPOT HEART HOT WATER BOTTLE,-21,2024-12-14 02:21,22.11,16210.0,United Kingdom
538732,22900,SET 2 TEA TOWELS I LOVE LONDON,35,2024-06-09 21:13,£22.44,15140.0,United Kingdom
538262,21485,RETROSPOT HEART HOT WATER BOTTLE,10,2024-05-22 17:30,14.58,12761.0,United Kingdom
538723,21731,RED TOADSTOOL LED NIGHT LIGHT,41,2024-02-20 16:28,19.27,15262.0,United Kingdom
537025,22197,POPCORN HOLDER,43,2024-02-17 23:30,24.72,15465.0,United Kingdom
536902,22632,HAND WARMER UNION JACK,21,2024-06-16 08:13,5.51,16012.0,United Kingdom
538606,71053,WHITE METAL LANTERN,3,2024-04-11 11:00,9.72,16342.0,United Kingdom
538481,22745,POPPY'S PLAYHOUSE BEDROOM,46,2024-07-13 14:57,14.85,17879.0,United Kingdom
536763,22386,JUMBO BAG PINK POLKADOT,19,2024-11-21 15:53,8.41,15939.0,Switzerland
537978,22745,POPPY'S PLAYHOUSE BEDROOM,28,2024-05-27 01:44,11.12,17782.0,United Kingdom
538937,22086,PAPER CHAIN KIT 50'S CHRISTMAS,30,2024-10-18 15:07,21.1,16672.0,United Kingdom
538452,22900,SET 2 TEA TOWELS I LOVE LONDON,37,2024-03-10 05:13,7.54,,United Kingdom
537777,22727,ALARM CLOCK BAKELIKE RED,42,2024-06-17 08:48,£24.87,12716.0,United Kingdom
537825,22469,HEART OF WICKER SMALL,7,2024-10-22 22:43,20.43,13235.0,United Kingdom
536477,22745,POPPY'S PLAYHOUSE BEDROOM,24,2024-12-26 20:26,14.02,12721.0,United Kingdom
538091,22900,SET 2 TEA TOWELS I LOVE LONDON,18,05/03/24 03:55,1.49,16952.0,Norway
537165,22727,ALARM CLOCK BAKELIKE RED,40,2024-01-23 05:38,15.02,14849.0,United Kingdom
536825,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2024-01-05 15:16,18.38,18026.0,United Kingdom
538611,22469,HEART OF WICKER SMALL,25,2024-11-16 00:59,13.01,,United Kingdom
538173,22632,HAND WARMER UNION JACK,31,2024-03-16 04:43,1.79,13151.0,United Kingdom
537011,22960,JAM MAKING SET WITH JARS,41,2024-05-04 22:58,18.44,,United Kingdom
536937,22386,JUMBO BAG PINK POLKADOT,39,2024-05-28 04:59,1.46,13577.0,United Kingdom
538386,84991,60 TEATIME FAIRY CAKE CASES,35,2024-03-13 08:34,12.28,16468.0,United Kingdom
537142,21931,JUMBO STORAGE BAG SUKI,30,2024-08-18 22:39,1.22,13737.0,France
538664,22632,HAND WARMER UNION JACK,22,2024-03-15 11:58,10.23,17894.0,United Kingdom
537744,21485,RETROSPOT HEART HOT WATER BOTTLE,48,2024-07-28 08:49,£7.81,15332.0,United Kingdom
536369,21485,RETROSPOT HEART HOT WATER BOTTLE,44,2024-01-21 04:51,20.98,16703.0,United Kingdom
536490,71053,WHITE METAL LANTERN,22,2024-05-03 10:32,16.64,13695.0,United Kingdom
537583,21931,JUMBO STORAGE BAG SUKI,41,2024-06-02 03:04,15.58,12797.0,United Kingdom
538217,22138,BAKING SET 9 PIECE RETROSPOT,45,2024-11-01 08:52,11.53,16528.0,United Kingdom
537414,22086,PAPER CHAIN KIT 50'S CHRISTMAS,27,2024-04-02 03:42,18.93,14171.0,United Kingdom
537471,22197,POPCORN HOLDER,47,2024-03-22 23:17,16.95,15830.0,United Kingdom
536614,22960,JAM MAKING SET WITH JARS,22,2024-10-16 02:23,20.96,16173.0,United Kingdom
537429,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2024-05-23 13:42,6.31,,France
538837,84991,60 TEATIME FAIRY CAKE CASES,39,2024-09-14 20:43,6.35,12622.0,United Kingdom
537543,21730,GLASS STAR FROSTED T-LIGHT HOLDER,29,2024-11-11 03:01,23.59,14607.0,United Kingdom
C538039,21931,JUMBO STORAGE BAG SUKI,-39,2024-02-18 02:16,10.19,14039.0,United Kingdom
536864,22469,HEART OF WICKER SMALL,40,2024-06-26 05:16,£21.84,12922.0,United Kingdom
538895,71053,WHITE METAL LANTERN,3,2024-09-28 11:03,7.75,13238.0,Switzerland
537466,85123A,WHITE HANGING HEART T-LIGHT HOLDER,46,2024-09-30 21:54,£14.61,16056.0,United Kingdom
537153,22197,POPCORN HOLDER,37,2024-11-11 12:19,23.13,18197.0,United Kingdom
537588,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2024-12-22 07:16,5.61,13304.0,United Kingdom
537036,21485,RETROSPOT HEART HOT WATER BOTTLE,18,2024-03-31 12:26,12.18,16236.0,United Kingdom
537273,84991,60 TEATIME FAIRY CAKE CASES,18,2024-05-27 12:59,23.42,15372.0,United Kingdom
537798,22745,POPPY'S PLAYHOUSE BEDROOM,33,2024-08-10 13:40,16.89,16035.0,United Kingdom
538081,71053,WHITE METAL LANTERN,18,2024-05-22 03:25,16.19,16141.0,United Kingdom
537498,71053,WHITE METAL LANTERN,24,2024-11-20 22:34,9.17,15753.0,United Kingdom
537814,22728,ALARM CLOCK BAKELIKE PINK,31,2024-12-24 22:09,£15.26,14260.0,United Kingdom
536633,21731,RED TOADSTOOL LED NIGHT LIGHT,36,2024-01-24 12:38,5.34,15727.0,Norway
536581,21731,RED TOADSTOOL LED NIGHT LIGHT,15,03/14/24 02:24,£8.16,18029.0,United Kingdom
536561,22632,HAND WARMER UNION JACK,9,2024-09-07 10:28,13.43,13949.0,France
538256,22727,ALARM CLOCK BAKELIKE RED,43,2024-05-21 00:36,2.69,14262.0,United Kingdom
538828,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2024-08-23 21:37,8.81,,United Kingdom
538871,22745,POPPY'S PLAYHOUSE BEDROOM,12,2024-12-11 17:20,23.11,14964.0,United Kingdom
538680,84406B,CREAM CUPID HEARTS COAT HANGER,41,2024-03-29 17:44,20.41,18198.0,United Kingdom
537784,84879,ASSORTED COLOUR BIRD ORNAMENT,33,2024-09-20 17:52,18.26,17449.0,United Kingdom
538553,22386,JUMBO BAG PINK POLKADOT,17,2024-03-15 07:32,13.62,12796.0,United Kingdom
538944,22386,JUMBO BAG PINK POLKADOT,37,07/21/24 02:21,£1.48,13817.0,United Kingdom
537642,22386,JUMBO BAG PINK POLKADOT,12,2024-01-12 13:15,14.12,13844.0,United Kingdom
538735,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2024-06-16 20:53,22.36,15328.0,United Kingdom
537852,21730,GLASS STAR FROSTED T-LIGHT HOLDER,37,2024-06-04 11:37,20.53,15288.0,United Kingdom
537267,22728,ALARM CLOCK BAKELIKE PINK,32,2024-01-21 17:50,£8.26,,United Kingdom
537557,84991,60 TEATIME FAIRY CAKE CASES,8,10/04/24 23:42,8.65,14448.0,United Kingdom
538692,22745,POPPY'S PLAYHOUSE BEDROOM,13,2024-02-21 21:22,£5.05,14735.0,United Kingdom
536558,84406B,CREAM CUPID HEARTS COAT HANGER,21,06/24/24 03:47,£7.35,,United Kingdom
537173,22632,HAND WARMER UNION JACK,27,01/12/24 14:55,1.84,13025.0,United Kingdom
537214,21485,RETROSPOT HEART HOT WATER BOTTLE,44,2024-09-06 08:39,16.63,13001.0,United Kingdom
538839,21931,JUMBO STORAGE BAG SUKI,7,2024-11-25 21:01,£19.61,17296.0,United Kingdom
536431,22632,HAND WARMER UNION JACK,48,2024-04-01 10:39,20.31,12798.0,United Kingdom
537605,22138,BAKING SET 9 PIECE RETROSPOT,10,2024-05-17 20:46,7.87,17549.0,United Kingdom
538148,85123A,WHITE HANGING HEART T-LIGHT HOLDER,39,2024-07-23 11:43,11.02,18023.0,United Kingdom
536659,21730,GLASS STAR FROSTED T-LIGHT HOLDER,26,2024-05-28 10:32,£5.46,16257.0,United Kingdom
538079,21731,RED TOADSTOOL LED NIGHT LIGHT,38,2024-03-12 23:52,6.53,15433.0,United Kingdom
537103,22745,POPPY'S PLAYHOUSE BEDROOM,15,2024-07-19 19:32,9.76,15475.0,United Kingdom
538942,21485,RETROSPOT HEART HOT WATER BOTTLE,12,2024-01-12 01:43,23.58,13818.0,United Kingdom
537995,22745,POPPY'S PLAYHOUSE BEDROOM,6,2024-01-12 14:03,23.98,16731.0,United Kingdom
536762,21730,GLASS STAR FROSTED T-LIGHT HOLDER,35,2024-04-15 21:32,22.93,18142.0,United Kingdom
538312,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2024-05-03 11:39,0.59,15291.0,United Kingdom
536453,21730,GLASS STAR FROSTED T-LIGHT HOLDER,28,2024-07-11 19:53,23.95,16700.0,Netherlands
537544,21731,RED TOADSTOOL LED NIGHT LIGHT,44,2024-01-13 03:45,20.12,,United Kingdom
537812,21731,RED TOADSTOOL LED NIGHT LIGHT,44,2024-04-10 19:10,£6.49,15995.0,United Kingdom
537430,22469,HEART OF WICKER SMALL,45,2024-01-07 00:04,15.78,13397.0,United Kingdom
536668,22469,HEART OF WICKER SMALL,40,2024-12-14 02:21,13.67,16210.0,United Kingdom
538755,22728,ALARM CLOCK BAKELIKE PINK,36,2024-03-09 08:03,21.29,13793.0,United Kingdom
538478,22745,POPPY'S PLAYHOUSE BEDROOM,4,2024-11-16 09:22,£24.6,17486.0,United Kingdom
537505,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2024-08-18 23:06,15.59,13753.0,United Kingdom
538033,21485,RETROSPOT HEART HOT WATER BOTTLE,11,2024-07-02 05:41,£3.4,14811.0,United Kingdom
539002,21931,JUMBO STORAGE BAG SUKI,42,2024-02-21 23:39,1.08,17772.0,United Kingdom
536432,22632,HAND WARMER UNION JACK,32,2024-08-29 21:32,23.4,13447.0,United Kingdom
537615,22386,JUMBO BAG PINK POLKADOT,29,2024-12-28 19:27,9.43,15073.0,United Kingdom
536795,21731,RED TOADSTOOL LED NIGHT LIGHT,20,2024-03-03 17:49,13.25,13694.0,United Kingdom
536385,84991,60 TEATIME FAIRY CAKE CASES,29,2024-02-18 08:01,13.58,15153.0,United Kingdom
538422,22745,POPPY'S PLAYHOUSE BEDROOM,43,09/11/24 21:49,14.09,15597.0,Switzerland
537026,71053,WHITE METAL LANTERN,15,04/24/24 00:23,18.09,14521.0,United Kingdom
537212,22138,BAKING SET 9 PIECE RETROSPOT,29,2024-06-07 13:00,24.39,,United Kingdom
537000,22745,POPPY'S PLAYHOUSE BEDROOM,45,2024-11-15 21:35,17.73,16119.0,Germany
537780,85123A,WHITE HANGING HEART T-LIGHT HOLDER,46,2024-08-09 20:58,11.89,12923.0,United Kingdom
537199,84991,60 TEATIME FAIRY CAKE CASES,1,2024-04-28 04:14,£22.41,13351.0,United Kingdom
538400,71053,WHITE METAL LANTERN,43,2024-07-30 15:53,17.85,14677.0,United Kingdom
537434,22197,POPCORN HOLDER,48,2024-08-08 10:53,13.41,12814.0,United Kingdom
538844,22632,HAND WARMER UNION JACK,11,2024-02-13 11:51,1.17,18261.0,United Kingdom
536737,84991,60 TEATIME FAIRY CAKE CASES,41,2024-01-22 16:40,18.37,17942.0,United Kingdom
538824,21931,JUMBO STORAGE BAG SUKI,29,2024-10-08 17:36,7.8,14283.0,Germany
538716,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2024-02-19 00:59,£5.04,16264.0,France
537083,22727,ALARM CLOCK BAKELIKE RED,41,2024-11-19 08:10,15.31,16078.0,Norway
536730,21485,RETROSPOT HEART HOT WATER BOTTLE,29,2024-05-13 15:04,15.04,17996.0,United Kingdom
536996,84406B,CREAM CUPID HEARTS COAT HANGER,41,2024-05-26 18:04,19.14,13647.0,United Kingdom
536639,22728,ALARM CLOCK BAKELIKE PINK,2,06/17/24 20:48,1.11,12954.0,United Kingdom
537313,21730,GLASS STAR FROSTED T-LIGHT HOLDER,41,2024-11-30 15:58,£13.18,16431.0,United Kingdom
538443,22632,HAND WARMER UNION JACK,2,2024-05-11 17:52,£8.16,15759.0,United Kingdom
537420,22386,JUMBO BAG PINK POLKADOT,4,2024-03-28 17:57,23.53,17666.0,United Kingdom
538453,22728,ALARM CLOCK BAKELIKE PINK,24,2024-05-17 03:48,9.91,13473.0,United Kingdom
536660,22632,HAND WARMER UNION JACK,23,2024-12-21 22:23,£3.09,17009.0,United Kingdom
537271,22900,SET 2 TEA TOWELS I LOVE LONDON,45,2024-02-22 00:35,7.63,14051.0,Portugal
536643,22086,PAPER CHAIN KIT 50'S CHRISTMAS,36,2024-12-03 01:07,12.8,16814.0,United Kingdom
538154,21731,RED TOADSTOOL LED NIGHT LIGHT,27,2024-08-23 05:37,£16.35,,United Kingdom
538427,22900,SET 2 TEA TOWELS I LOVE LONDON,33,2024-02-04 16:07,£24.99,17815.0,United Kingdom
536642,22727,ALARM CLOCK BAKELIKE RED,37,2024-04-29 02:31,12.82,14744.0,United Kingdom
536436,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18,2024-02-27 18:17,9.31,15450.0,France
537966,22386,JUMBO BAG PINK POLKADOT,33,2024-04-24 11:21,0.57,13700.0,United Kingdom
536712,71053,WHITE METAL LANTERN,21,2024-02-06 23:59,5.29,17543.0,United Kingdom
538072,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2024-10-18 19:58,19.34,17219.0,United Kingdom
538365,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2024-01-07 03:17,1.23,13753.0,United Kingdom
536540,22386,JUMBO BAG PINK POLKADOT,31,2024-09-23 23:49,9.86,17236.0,Germany
536533,22900,SET 2 TEA TOWELS I LOVE LONDON,4,2024-01-05 02:52,13.08,16374.0,United Kingdom
537855,22632,HAND WARMER UNION JACK,7,2024-04-27 09:34,12.72,13514.0,United Kingdom
538845,21485,RETROSPOT HEART HOT WATER BOTTLE,46,03/25/24 03:19,2.94,15477.0,United Kingdom
537867,22197,POPCORN HOLDER,19,2024-02-16 19:18,14.28,16735.0,United Kingdom
537722,21731,RED TOADSTOOL LED NIGHT LIGHT,6,2024-02-15 18:28,23.21,17584.0,United Kingdom
538273,22469,HEART OF WICKER SMALL,34,2024-12-16 08:39,1.51,15947.0,United Kingdom
538049,21931,JUMBO STORAGE BAG SUKI,42,2024-05-07 16:52,6.29,14717.0,United Kingdom
538803,22086,PAPER CHAIN KIT 50'S CHRISTMAS,40,2024-06-09 08:23,1.71,13989.0,United Kingdom
537645,22728,ALARM CLOCK BAKELIKE PINK,46,12/22/24 15:15,9.63,14052.0,United Kingdom
537350,22086,PAPER CHAIN KIT 50'S CHRISTMAS,37,2024-08-27 03:48,16.1,16175.0,United Kingdom
538186,84991,60 TEATIME FAIRY CAKE CASES,26,2024-12-17 12:13,10.2,17094.0,France
536688,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2024-03-01 16:55,10.45,17359.0,EIRE
536667,22728,ALARM CLOCK BAKELIKE PINK,10,2024-08-24 03:37,6.18,16315.0,United Kingdom
